PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel
70,4/4/2025,3:38:27 PM,5,5,Julianna Verni,verniju10,Right,Syracuse [syr01:2025],Paige Vukadinovich,vukadpa10,,Georgia tech [geo06:2025],,2,Bottom,2,2,2,,,InPlay,,FlyBall,Out,1,0,,60.64108028,4.687331815,1.204864343,2424.40279,128.3416221,10:15,1.855855695,0.804672191,6,-26.85053159,6.8212638,-6.459737867,2.956239506,0.628220148,55.2947623,-2.269020252,-0.096778306,0.421174308,64.35555329,41.39686302,-10.84973165,2554.194505,-34.40877951,104.4798348,60.46573794,194.8617403,,-21.55204435,4.05299718,8.241017168,6.126212619,-0.466384954,50,0.522603668,-2.822215031,-91.45965651,11.20087883,6.6374132,19.6460192,-27.23992511,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,c45e2ded-8499-4225-8d92-fe70459bff44,fc7536bf-154b-4e08-8726-e2fe0cda8ce1,60.78469097,1.852596241,0.804727534,4.739844824,1.203704272,55.40486772,2.959182445,0.628313491,-2.203971164,-0.09459589,0.4210108,-6.44806025,5.377338359,-56.2812114,,1345.827706,-2016.550687,55.51172071,-0.344366384,-0.831772136,0.435392819,-9.087204289,47.4131701,42.55644791,-0.648588821,2.733520355,3.127748348,-71.58172292,181.2378404,-36.44532499,-1.284306308,0.549456097,0.791716958,-0.298831333,0.532807745,,,1,0,1,34.95799586,high,high,,,37.00000138,Laila Alves,alvesla10,Syracuse [syr01:2025],2022-11
71,4/4/2025,3:40:57 PM,1,1,Sophia Voyles,voyleso10,,Georgia tech [geo06:2025],Gabby Lantier,lantiga10,Left,Syracuse [syr01:2025],,3,Top,0,0,0,Rise Ball,,Foul,,,,,,,63.39538963,4.516246738,2.786400907,1621.463819,136.4407723,10:30,1.317633976,-0.060845152,-0.283558809,-34.33551384,9.772119218,-7.345861113,2.257376105,0.211072377,57.59722344,-3.124263174,-0.857721343,0.467803151,49.32062709,35.15662849,-62.30508552,2390.211034,-89.25075697,64.29854103,8.00329501,119.4209913,,-53.98560781,2.348534726,6.527750706,6.671950347,-0.050149385,50,0.934772018,-1.860704224,-96.20413185,9.51913171,5.803556017,22.0429731,-26.24229157,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,c45e2ded-8499-4225-8d92-fe70459bff44,475caf3a-d235-4366-bb41-ad5e952ce1b7,63.60626574,1.312802102,-0.060610922,4.577917647,2.783029659,57.75813474,2.261233051,0.211334476,-3.049892978,-0.852579696,0.46757271,-7.317927579,7.655261129,-54.82046301,,934.1908648,-1325.304624,57.61404316,-0.417507319,-0.817350722,0.3970207,-35.70392913,18.74093949,28.39948746,-0.401358012,3.338395948,2.465714208,-96.59597634,70.21816378,12.04836694,10.2652261,-0.146322257,-0.738780628,0.139662763,-0.65931593,,,1,1,1,19.16827661,high,high,,,43.28356019,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
72,4/4/2025,3:41:20 PM,1,2,Sophia Voyles,voyleso10,,Georgia tech [geo06:2025],Gabby Lantier,lantiga10,Left,Syracuse [syr01:2025],,3,Top,0,0,1,Rise Ball,,BallCalled,,,,,,,62.22095281,3.028884535,1.805400698,1730.683899,145.6128297,10:45,1.763346376,0.305411852,6,-22.42547575,9.500394331,-5.629159448,2.117735198,1.39003915,56.84607531,-2.639239298,1.40357077,0.4096586,,,,,,,,,,,,7.481370974,10.07166276,0.160793476,50,0.853001049,-3.765796443,-93.98170736,8.137579355,6.368780186,20.62078966,-23.6001924,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,c45e2ded-8499-4225-8d92-fe70459bff44,804c37a4-e722-45f5-8aae-f16d4ea060a0,62.3645615,1.761941134,0.304884644,3.052792743,1.814846531,56.96486161,2.119449095,1.390536953,-2.600643444,1.414517136,0.409501177,-5.685266657,8.310257823,-43.79710178,,1249.199389,-1197.817868,72.17952334,-0.595654288,-0.692106669,0.407657121,,,,,,,,,,,,,,,,,1,0,,,high,high,,,37.00000138,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
73,4/4/2025,3:41:40 PM,1,3,Sophia Voyles,voyleso10,,Georgia tech [geo06:2025],Gabby Lantier,lantiga10,Left,Syracuse [syr01:2025],,3,Top,0,1,1,Rise Ball,,StrikeCalled,,,,,,,62.3327909,4.092882087,3.419371577,1492.47173,144.1909428,10:45,1.758980906,0.392517466,6,-22.75749308,8.041291405,-4.724321768,2.649732492,1.185413312,57.81953466,-1.916055475,1.08569946,0.409912744,,,,,,,,,,,,7.155787232,7.572745114,0.432202363,50,0.587365894,-6.294128015,-93.91970013,10.14301485,6.084040204,20.58413475,-25.73550073,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,c45e2ded-8499-4225-8d92-fe70459bff44,5049e6bb-b043-42f2-b684-e28e73de32b2,62.47682737,1.756948293,0.392596841,4.128202491,3.41779291,57.93919714,2.651715533,1.185543508,-1.871505468,1.088642061,0.409755317,-4.725701663,6.823343832,-50.05010391,,958.3421696,-1144.13817,64.21174688,-0.520738864,-0.766606259,0.375693864,,,,,,,,,,,,,,,,,1,0,,,high,high,,,37.00000138,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
74,4/4/2025,3:41:59 PM,1,4,Sophia Voyles,voyleso10,,Georgia tech [geo06:2025],Gabby Lantier,lantiga10,Left,Syracuse [syr01:2025],,3,Top,0,1,2,Changeup,,BallCalled,,,,,,,50.42598123,3.211607064,1.687306223,978.343635,358.9290059,6:00,1.611063981,0.155106854,6,-56.63323767,-7.087203752,-0.438922188,-1.110858224,1.166728404,46.5901417,-12.58520332,1.56330339,0.506612581,,,,,,,,,,,,1.25793691,-9.687013774,0.232119567,50,0.32929667,-2.295620194,-76.25329889,10.65244749,0.700442989,14.10221989,-37.5679615,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,c45e2ded-8499-4225-8d92-fe70459bff44,274cb5dd-b286-4e9c-a90d-ab432d53b499,50.46630038,1.60063749,0.158412596,3.397581725,1.627764403,46.57885759,-1.101032308,1.16376295,-12.39646844,1.503709274,0.506562766,-0.070066189,-9.898186633,-41.62131914,,731.3617574,-649.8201658,74.75509946,0.747420399,-0.664204419,-0.013972689,,,,,,,,,,,,,,,,,1,0,,,high,medium,,,37.00000138,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
75,4/4/2025,3:42:21 PM,1,5,Sophia Voyles,voyleso10,,Georgia tech [geo06:2025],Gabby Lantier,lantiga10,Left,Syracuse [syr01:2025],,3,Top,0,2,2,Rise Ball,,Foul,,,,,,,63.14561057,4.934089922,0.04785094,1566.624619,138.6668285,10:30,1.270704547,0.304723766,0.073415466,-32.29877115,11.39127885,-7.425364828,2.618876439,0.052806105,56.82381227,-2.060588277,-0.975779574,0.469791642,50.21049951,35.36484357,-53.92562445,,-87.41894604,66.76771579,14.87418474,128.7303602,,-52.81734269,2.545989816,6.607243549,7.22330188,0.025000371,50,0.40604201,-1.703981042,-95.06448403,11.11954728,5.730773563,21.63730433,-25.90893961,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,c45e2ded-8499-4225-8d92-fe70459bff44,94977a2c-597c-4e9a-b43f-a3e5139b6724,63.35943995,1.266995414,0.304266523,4.980953956,0.053771535,56.98654345,2.622284209,0.05329748,-1.993586846,-0.966213512,0.469555124,-7.464569136,9.325967285,-50.41315892,,998.3268473,-1207.334337,63.72470057,-0.478497241,-0.770659622,0.420861184,-33.09458898,24.11032542,29.06087833,-0.333176308,3.668656426,2.873727644,-102.5611367,77.79922145,,,,,,,,,1,1,,21.02511351,high,high,,,42.92658591,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
76,4/4/2025,3:42:47 PM,1,6,Sophia Voyles,voyleso10,,Georgia tech [geo06:2025],Gabby Lantier,lantiga10,Left,Syracuse [syr01:2025],,3,Top,0,2,2,Rise Ball,,Foul,,,,,,,62.88919413,4.071373192,1.041951876,1336.688028,133.4851027,10:30,1.735094721,0.327287467,5.945226459,-24.55041537,6.69202902,-5.321736608,2.688184892,0.430379445,57.47923668,-2.139650321,-0.264648235,0.406426789,,,,,,,,,,,,6.822583454,6.11449572,-0.038763445,50,0.57020494,-2.492851451,-94.92264268,10.27071046,5.918367236,21.17527318,-26.86992522,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,c45e2ded-8499-4225-8d92-fe70459bff44,b26ecdf3-7c73-460a-ae47-a5f8daf035e3,63.02886195,1.732658651,0.32715257,4.114983586,1.04431658,57.59482242,2.690736884,0.430604017,-2.082951186,-0.25964036,0.406277939,-5.335387125,5.373508134,-52.87339157,,806.7959112,-1065.746331,60.35783178,-0.415362046,-0.797303715,0.437928255,,,,,,,,,,,,,,,,,1,1,,,high,high,,,37.05477492,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
77,4/4/2025,3:43:10 PM,1,7,Sophia Voyles,voyleso10,,Georgia tech [geo06:2025],Gabby Lantier,lantiga10,Left,Syracuse [syr01:2025],,3,Top,0,2,2,Changeup,,Foul,,,,,,,51.96014473,6.960193687,4.277521355,807.1827774,54.2259379,7:45,1.299539431,0.107180038,3.055964776,-56.57693085,-0.808579575,-4.014892092,2.026917265,1.43185935,47.55508398,-6.673624265,1.346708196,0.52709755,41.53862093,23.23222314,-50.51030566,2795.013447,,,,85.69536716,,-54.10929885,1.664600949,4.814745618,-3.632888002,0.25676313,50,-0.049626316,-3.518289146,-78.81154739,14.43427518,2.880330292,14.56160117,-34.34735596,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,c45e2ded-8499-4225-8d92-fe70459bff44,5c38c55a-db38-491c-af7d-03ba5faaf7b5,52.08191583,1.287490391,0.111074996,7.131432068,4.220606992,47.61975563,2.035333398,1.429586158,-6.503346255,1.30070441,0.526933467,-3.631124254,-3.810936105,-68.03030217,,301.9801283,-748.5666558,37.4116169,0.218704738,-0.927381848,0.303531128,-29.45758976,24.27406546,16.38527327,-1.536435446,3.595812762,2.347415843,-69.42497014,50.2381277,-8.043411729,-2.455691046,0.071117188,0.671630794,-0.010309407,0.740814277,,,1,1,1,18.03753579,high,high,,,39.9440366,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
78,4/4/2025,3:43:37 PM,1,8,Sophia Voyles,voyleso10,,Georgia tech [geo06:2025],Gabby Lantier,lantiga10,Left,Syracuse [syr01:2025],,3,Top,0,2,2,Curve Ball,,InPlay,,GroundBall,Single,0,0,,61.13571309,3.228351516,1.549370349,1721.427368,128.8375647,10:15,1.694155231,0.178291991,4.655068934,-28.2233197,8.043392555,-8.018611407,2.052586268,-0.77134269,56.25020275,-3.22884838,-3.077173852,0.425898185,60.76603284,4.207903165,24.40764283,387.7155869,,,,57.50210217,,24.34282364,0.653624789,8.038480515,7.483255103,-0.634047612,50,0.680360725,0.671026717,-93.80024666,9.619281771,6.795577692,20.92619462,-25.84784884,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,c45e2ded-8499-4225-8d92-fe70459bff44,b1e63461-f677-4674-90c3-6e1fa03629b8,61.28593956,1.690761149,0.177313331,3.280907603,1.564887074,56.36936303,2.055344032,-0.770386034,-3.169485115,-3.056876863,0.425734677,-8.115373876,6.498525649,-48.06617774,,1150.381379,-1280.599417,66.82718079,-0.419083029,-0.743917194,0.52053494,25.04241124,55.18612053,4.458753979,0.572572138,3.753348176,2.167509257,23.70210423,52.38990369,1.931661881,1.739167907,0.007529369,0.51156956,0.341099278,-0.788636715,,,1,1,1,32.82479376,high,high,,,38.34493244,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
79,4/4/2025,3:44:12 PM,2,1,Sophia Voyles,voyleso10,,Georgia tech [geo06:2025],Jadyn Burney,burneja10,Left,Syracuse [syr01:2025],,3,Top,0,0,0,Rise Ball,,Foul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,c45e2ded-8499-4225-8d92-fe70459bff44,a833dd6c-db59-4117-9293-0a3e236a2a07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
80,4/4/2025,3:44:40 PM,2,2,Sophia Voyles,voyleso10,,Georgia tech [geo06:2025],Jadyn Burney,burneja10,Left,Syracuse [syr01:2025],,3,Top,0,0,1,Rise Ball,,StrikeSwinging,,,,,,,63.6200185,4.929168198,0.660169723,1524.070851,136.152601,10:30,1.613670794,0.44291537,4.643183014,-25.0915203,8.078662584,-5.814427952,3.069761675,0.528369128,57.67505762,-1.399250192,-0.48363936,0.417711609,,,,,,,,,,,,6.736217338,6.778442896,-0.265501387,50,0.423872683,-1.802541386,-95.63243558,11.25423981,5.923575104,21.65865033,-26.21334292,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,c45e2ded-8499-4225-8d92-fe70459bff44,be1417b6-f177-4186-8094-09d45d11627c,63.784372,1.611081299,0.442582259,4.96900565,0.665379492,57.80323073,3.072228187,0.528727241,-1.345748182,-0.475937386,0.417533835,-5.845608067,6.657444766,-51.14055642,,956.2203716,-1186.774857,62.74120201,-0.452481639,-0.778687458,0.434633419,,,,,,,,,,,,,,,,,1,1,,,high,high,,,38.35681836,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
81,4/4/2025,3:45:02 PM,2,3,Sophia Voyles,voyleso10,,Georgia tech [geo06:2025],Jadyn Burney,burneja10,Left,Syracuse [syr01:2025],,3,Top,0,0,2,Rise Ball,,BallCalled,,,,,,,64.12091934,5.956691241,-0.748570976,1668.233746,122.9575701,10:00,1.73466968,0.378086666,6.021727332,-25.53369032,5.338997133,-5.641445287,3.651978595,0.481447189,57.66434729,-0.895598838,0.028493909,0.39914515,,,,,,,,,,,,6.328343023,4.20180135,-0.492300371,50,0.131014218,0.445351926,-96.57192387,13.65169677,5.669162408,22.21669948,-28.40992141,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,c45e2ded-8499-4225-8d92-fe70459bff44,046418bb-fec7-4c67-9b0a-c29768cf0713,64.26778935,1.73187655,0.37802781,6.00470449,-0.747698933,57.77903575,3.654967976,0.48153798,-0.829906635,0.030607802,0.398996817,-5.632408287,3.972659621,-57.48885134,,896.6150792,-1406.799642,53.74636985,-0.292389827,-0.843286886,0.450971636,,,,,,,,,,,,,,,,,1,1,,,high,high,,,36.97827404,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
82,4/4/2025,3:45:22 PM,2,4,Sophia Voyles,voyleso10,,Georgia tech [geo06:2025],Jadyn Burney,burneja10,Left,Syracuse [syr01:2025],,3,Top,0,1,2,Changeup,,BallCalled,,,,,,,51.63072409,12.34398169,-0.857370533,885.5213776,30.21352856,7:00,0.942563367,0.489426693,2.207611368,-66.68421208,-5.511479899,-4.431771411,4.306634489,-0.450189222,45.33428888,-4.427842669,-2.312264342,0.560559037,,,,,,,,,,,,3.90122633,-10.65627604,-0.609410891,50,-1.339014869,0.842104482,-75.60140378,20.87321472,2.150719761,13.28135979,-38.04878269,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,c45e2ded-8499-4225-8d92-fe70459bff44,8fb5cd43-5ba3-46fb-a645-edfc90026c2f,51.75157533,0.92588722,0.492843331,12.57129984,-0.906759553,45.37206775,4.318216042,-0.452341854,-4.198763838,-2.354777131,0.560428624,-4.082704042,-9.06336616,-44.06263294,,636.317951,-615.830801,71.85799994,0.620965222,-0.695444307,0.361606704,,,,,,,,,,,,,,,,,1,1,,,high,high,,,40.79239001,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
83,4/4/2025,3:45:42 PM,2,5,Sophia Voyles,voyleso10,,Georgia tech [geo06:2025],Jadyn Burney,burneja10,Left,Syracuse [syr01:2025],,3,Top,0,2,2,Rise Ball,,InPlay,,FlyBall,Out,1,0,,61.68349236,4.543177185,-0.418600782,1652.148781,137.1258662,10:30,1.647350696,0.448714596,6,-24.66960629,8.438003126,-5.946271488,2.706258983,0.497374889,56.65903522,-1.993829688,-0.194379385,0.407460442,54.01488525,25.37256971,16.62419125,1015.01002,29.27300153,106.0334446,18.85908698,148.7258229,,15.32203806,2.556887782,7.43953459,7.298868972,0.306701378,50,0.412571493,-3.221004411,-94.54441032,11.27564345,6.402058243,21.01014017,-25.89304051,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,c45e2ded-8499-4225-8d92-fe70459bff44,a0b65a76-f504-4b3e-b8ca-ba47cba91ff6,61.82848459,1.645319844,0.448342289,4.578059651,-0.412016144,56.77655534,2.708531321,0.497785689,-1.94352334,-0.185390423,0.407309196,-5.984984681,7.093189886,-49.4033001,,1075.103566,-1254.491098,65.07304782,-0.47688792,-0.759308794,0.44275057,13.96266363,46.76469587,23.1455195,-0.372285711,4.4835756,2.986301905,39.29991148,143.4394902,4.089802301,20.28095179,0.47251531,0.987660496,-0.087138417,0.130129322,,,1,0,1,27.33712031,high,high,,,37.00000138,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
84,4/4/2025,3:46:18 PM,3,1,Sophia Voyles,voyleso10,,Georgia tech [geo06:2025],Vanessa Flores,floreva10,Right,Syracuse [syr01:2025],,3,Top,1,0,0,Changeup,,BallCalled,,,,,,,52.52778501,3.150556229,1.154022039,854.1255755,22.92755254,6:45,1.643472503,0.287735763,5.877421605,-47.40702165,-1.569845335,-2.118669651,0.006598202,0.545272974,48.22219302,-10.03788205,0.217835968,0.487282091,,,,,,,,,,,,2.951165534,-3.174596144,-0.008134567,50,0.482618807,-1.843856745,-79.36621292,9.853479431,1.787518932,14.91155458,-34.09690028,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,c45e2ded-8499-4225-8d92-fe70459bff44,dc711b91-562a-4465-b07e-32350e2590b0,52.61222137,1.635431347,0.290965753,3.289220787,1.097296474,48.26227953,0.013338166,0.542912233,-9.894965637,0.166813293,0.487163068,-1.765635118,-3.917026125,-70.16716635,,289.7851894,-803.4644004,33.9277031,0.312473527,-0.940686503,0.132171097,,,,,,,,,,,,,,,,,1,1,,,high,high,,,37.12257977,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
85,4/4/2025,3:46:41 PM,3,2,Sophia Voyles,voyleso10,,Georgia tech [geo06:2025],Vanessa Flores,floreva10,Right,Syracuse [syr01:2025],,3,Top,1,1,0,Curve Ball,,Foul,,,,,,,62.42162845,4.247960846,-0.042646401,1589.384184,139.399116,10:45,1.715512306,0.417279414,5.217702455,-23.94420177,8.886085546,-5.916466464,2.817423565,0.21371089,57.13223232,-1.771791826,-0.947216935,0.418394594,49.38103485,50.23717282,87.76180668,,109.885233,5.023502685,23.02341425,126.3097102,,87.43147337,3.305610809,6.785873316,8.35067668,-0.37607716,50,0.603709424,-0.693061879,-94.06221923,10.08634866,5.772944734,20.95214666,-25.06987998,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,c45e2ded-8499-4225-8d92-fe70459bff44,fcea567f-5965-4555-a5bb-2a51ca332b06,62.57835476,1.713392277,0.416732733,4.281214736,-0.033747542,57.25731191,2.819544528,0.214232085,-1.725224902,-0.935979286,0.418219788,-5.972839982,7.541655607,-47.62314166,,1071.251403,-1174.122019,67.40040663,-0.511745181,-0.738727635,0.438632364,31.56056282,1.233504362,37.95913519,-0.069574102,0.843792248,2.862304712,126.1828116,5.660472769,,,,,,,,,1,1,,15.32443249,high,high,,,37.78229892,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
86,4/4/2025,3:47:04 PM,3,3,Sophia Voyles,voyleso10,,Georgia tech [geo06:2025],Vanessa Flores,floreva10,Right,Syracuse [syr01:2025],,3,Top,1,1,1,Rise Ball,,StrikeCalled,,,,,,,63.3452774,2.29378821,1.932737026,1402.777975,149.7697791,11:00,1.700678113,0.368266883,6,-22.02906715,7.817881853,-3.858740982,1.640969906,0.962966962,58.80152334,-3.237229992,0.536538523,0.402090611,,,,,,,,,,,,5.539874659,8.218138923,0.110149744,50,0.95079534,-3.806061262,-95.71789462,7.154695168,4.895042857,21.30543472,-24.91248778,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,c45e2ded-8499-4225-8d92-fe70459bff44,e26cb9f3-00d5-42f0-b53f-11bac8d4d74a,63.48816525,1.698679201,0.368625697,2.327846667,1.926264489,58.92046952,1.642924952,0.962826841,-3.193786006,0.533602651,0.401939567,-3.821927076,6.652830798,-53.44270916,,835.531413,-1126.79781,59.56262701,-0.514626673,-0.803261692,0.299883379,,,,,,,,,,,,,,,,,1,0,,,high,high,,,37.00000138,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
87,4/4/2025,3:47:25 PM,3,4,Sophia Voyles,voyleso10,,Georgia tech [geo06:2025],Vanessa Flores,floreva10,Right,Syracuse [syr01:2025],,3,Top,1,1,2,Rise Ball,,StrikeCalled,Strikeout,,StrikeoutLooking,1,0,,62.71855777,3.120562095,1.834848201,1474.461964,134.8762306,10:30,1.714681287,0.426436986,6,-24.26283452,6.136448564,-4.811577324,2.026061776,0.828909,58.25076292,-3.107734188,0.206795449,0.406427936,,,,,,,,,,,,6.626134238,5.882402243,0.03918096,50,0.753524813,-3.739756892,-94.72057736,8.783174214,5.730712304,20.92543176,-27.08656513,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,c45e2ded-8499-4225-8d92-fe70459bff44,01d3eead-af94-4cdf-afa6-2f064c0d8d2d,62.85620131,1.711864924,0.426756067,3.169456638,1.828980336,58.36300931,2.028662132,0.828829138,-3.050127332,0.205192718,0.406279984,-4.779796717,4.85215191,-58.30312188,,774.7195967,-1254.530841,52.54252843,-0.370728338,-0.850839744,0.372333491,,,,,,,,,,,,,,,,,1,0,,,high,high,,,37.00000138,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
88,4/4/2025,3:47:52 PM,4,1,Sophia Voyles,voyleso10,,Georgia tech [geo06:2025],Taylor Posner,posneta10,Right,Syracuse [syr01:2025],,3,Top,2,0,0,Rise Ball,,InPlay,,LineDrive,Single,0,0,,62.35664429,5.114461384,1.054028374,1654.584025,134.5279928,10:30,1.69534619,0.18322549,6,-25.25427447,7.185179282,-5.474025416,3.154130658,0.718594299,56.8947106,-1.460815868,0.824281898,0.405741764,42.60022126,21.66423379,-41.80425384,,,,,82.09534957,,-40.68755998,1.522134518,7.250366172,5.679520133,0.869151998,50,0.269310988,-4.628258904,-94.93024952,12.71692112,6.292143067,21.14461209,-27.24514636,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,c45e2ded-8499-4225-8d92-fe70459bff44,e43551e1-112a-4ef5-94b1-53b4511a66b5,62.50285779,1.6928775,0.183242952,5.156505492,1.053551467,57.01140514,3.156683166,0.718683424,-1.404139342,0.826354196,0.405591807,-5.469138348,5.841319157,-54.05366763,,971.2858279,-1339.496971,58.70272003,-0.411657316,-0.809567209,0.418496342,-26.39093017,29.51223916,15.72658248,-0.789571451,3.438055787,3.251988205,-53.5207318,62.2509252,,,,,,,,,1,0,,16.77427788,high,high,,,37.00000138,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
89,4/4/2025,3:48:31 PM,5,1,Sophia Voyles,voyleso10,,Georgia tech [geo06:2025],Tessa Galipeau,galipte10,Left,Syracuse [syr01:2025],,3,Top,2,0,0,Fast Ball,,InPlay,,GroundBall,Out,1,0,,65.88580711,5.664270436,0.532456723,1257.793749,68.47276787,8:15,1.580649993,0.278560846,4.226141388,-31.6969283,-0.956686609,-5.218251865,2.679300719,0.758395151,60.71258714,-3.518780289,0.984834463,0.408377576,,,,,,,,,,,,5.698789317,-2.978376595,-0.140124281,50,0.250292151,-1.510460391,-98.79589658,13.56535654,5.356002464,22.91732948,-34.97327439,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,c45e2ded-8499-4225-8d92-fe70459bff44,17bc792a-e548-46ea-ba81-69cffa23c416,66.0319304,1.573882044,0.279543254,5.7668543,0.516908935,60.81191596,2.684470481,0.757973903,-3.411282641,0.976331707,0.408236471,-5.13124726,-2.637316144,-64.16142447,,548.1932419,-1132.046503,43.58371492,0.159927567,-0.900025544,0.405434574,,,,,,,,,,,,,,,,,1,1,,,high,high,,,38.77385999,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
90,4/4/2025,3:50:43 PM,1,1,Julianna Verni,verniju10,Right,Syracuse [syr01:2025],Alyssa Willer,willeal10,Right,Georgia tech [geo06:2025],,3,Bottom,0,0,0,,,StrikeCalled,,,,,,,65.08139877,4.29997104,-0.589226793,1227.566993,2.093403309,6:00,1.870922867,1.079863792,6.688335502,-33.49966856,-6.057434695,-0.412222605,1.808142922,0.637031028,60.3766973,-5.789321391,-0.623858469,0.384252344,,,,,,,,,,,,0.175317751,-9.210294922,-1.216666845,50,0.45109035,0.955735823,-98.39315744,12.92153977,0.16343715,22.72621635,-40.7601987,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,c45e2ded-8499-4225-8d92-fe70459bff44,4fe3bc44-56db-4e44-b0fe-02ac52524597,65.17294038,1.863737914,1.082376109,4.423513583,-0.633256506,60.43177617,1.813686196,0.635317572,-5.668118365,-0.661311746,0.384172595,-0.147335238,-7.668613027,-49.9397132,,790.0538699,-939.5401026,64.35932821,0.643163752,-0.765367681,0.023509595,,,,,,,,,,,,,,,,,1,1,,,high,high,,,36.31166587,Laila Alves,alvesla10,Syracuse [syr01:2025],2022-11
