PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel
50,4/5/2025,6:27:26 PM,5,3,Madison Knight,knighma10,Right,Syracuse [syr01:2025],Emma Simon,simonem13,Right,Georgia tech [geo06:2025],,2,Bottom,2,2,0,,,StrikeCalled,,,,,,,69.48671069,4.299391171,-6.109853,1097.111432,101.937868,9:30,1.721057757,1.590217483,5.421009185,-24.87730034,2.709681678,-2.830136879,2.656814958,-0.827500717,62.15071181,-2.225437868,-4.010616827,0.376057875,,,,,,,,,,,,0.605915565,1.801899172,-2.894792922,50,0.574398221,10.74026862,-104.1963459,11.30724013,0.631341834,25.99702708,-30.29653662,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,cc28d3dd-bc66-4950-b3b4-7f2b9b117809,eac356f8-6038-4632-ae83-3074074fc763,69.64316813,1.717635949,1.591211196,4.354894167,-6.126504774,62.26767449,2.660035375,-0.828224087,-2.155066201,-4.026037786,0.375921023,-2.705093774,1.378558752,-74.3094686,,296.7042839,-1056.229171,27.04413383,-0.055941023,-0.962736455,0.264592365,,,,,,,,,,,,,,,,,1,1,,,high,high,,,37.57899219,Laila Alves,alvesla10,Syracuse [syr01:2025],2022-11
51,4/5/2025,6:27:44 PM,5,4,Madison Knight,knighma10,Right,Syracuse [syr01:2025],Emma Simon,simonem13,Right,Georgia tech [geo06:2025],,2,Bottom,2,2,1,,,BallCalled,,,,,,,67.85830033,4.147366899,-5.142703018,1104.585639,33.74933122,7:00,1.720725564,1.432899019,5.792239584,-26.39998803,0.931072883,-0.716069366,2.302912481,-1.411132119,61.94064943,-3.092115107,-4.538366656,0.379938747,,,,,,,,,,,,-1.346414382,-0.520139251,-2.577196723,50,0.538653588,9.069411216,-101.991925,11.36240857,-1.34750363,24.54624643,-32.69460963,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,cc28d3dd-bc66-4950-b3b4-7f2b9b117809,48a71c1f-4dfe-4238-b413-be80510e41db,67.99985097,1.716594426,1.435116647,4.216080322,-5.180640101,62.04788715,2.306522611,-1.412713326,-3.013605465,-4.572096527,0.379814097,-0.469457846,-0.409482087,-82.35996564,,146.8534882,-1094.780109,13.29489386,0.110543865,-0.991122888,0.073861182,,,,,,,,,,,,,,,,,1,1,,,high,high,,,37.20776179,Laila Alves,alvesla10,Syracuse [syr01:2025],2022-11
52,4/5/2025,6:28:01 PM,5,5,Madison Knight,knighma10,Right,Syracuse [syr01:2025],Emma Simon,simonem13,Right,Georgia tech [geo06:2025],,2,Bottom,2,3,1,,,Foul,,,,,,,67.01385316,4.974975458,2.865686003,1101.244941,71.34802776,8:30,1.549381101,0.768654085,6.178963774,-25.90756471,0.129104187,-2.695331932,2.656775368,0.999341152,62.61834105,-2.686751121,0.289915063,0.379510275,64.21747288,42.56106523,-42.9408494,2264.561423,-82.66766,72.56760978,62.68045304,192.7297084,,-51.07430645,4.170452543,4.422749075,-2.318226542,-0.081187485,50,0.115932105,-5.471578514,-100.9427467,13.09271126,4.34489517,23.73927797,-34.45146825,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,cc28d3dd-bc66-4950-b3b4-7f2b9b117809,4f23387b-f9d5-43e8-be28-f4aa072a3253,67.14638886,1.544608636,0.770064286,5.055870929,2.841067705,62.72031575,2.660468868,0.998523215,-2.604815323,0.272067617,0.379390771,-2.556771527,-1.173315264,-74.05908538,,302.4524213,-1058.897046,27.46459121,0.08783695,-0.961545435,0.260221151,-32.22267078,34.62618384,43.43513214,-0.967379232,1.852099863,2.5943134,-149.936287,121.0943862,-25.23165323,-13.80787686,0.605213512,0.89546297,0.2407619,0.3744059,,,1,1,1,31.06644439,high,high,,,36.8210376,Laila Alves,alvesla10,Syracuse [syr01:2025],2022-11
53,4/5/2025,6:28:34 PM,5,6,Madison Knight,knighma10,Right,Syracuse [syr01:2025],Emma Simon,simonem13,Right,Georgia tech [geo06:2025],,2,Bottom,2,3,2,,,Foul,,,,,,,68.44624372,3.212883325,-3.514591767,823.0692444,35.28506807,7:15,1.722536525,1.30877745,5.777619012,-25.73826935,0.695284672,-0.677761751,2.003254982,-0.543074696,62.91152933,-3.398876978,-2.752404924,0.37557435,,,,,,,,,,,,-0.586854187,-0.359576381,-2.086144603,50,0.75779423,6.220012365,-103.1924554,9.718340276,-0.601513058,25.05840328,-32.54260773,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,cc28d3dd-bc66-4950-b3b4-7f2b9b117809,17a5c049-3c90-47dc-bd06-e1997f26f99e,68.58628922,1.718347002,1.310626021,3.282114357,-3.545877072,63.01896398,2.006795907,-0.544368916,-3.321817828,-2.780150539,0.375451764,-0.477348061,-0.602728289,-82.63469037,,105.5134785,-816.2780696,12.81951418,0.104644176,-0.991748963,0.074051271,,,,,,,,,,,,,,,,,1,1,,,high,high,,,37.22238236,Laila Alves,alvesla10,Syracuse [syr01:2025],2022-11
54,4/5/2025,6:28:54 PM,5,7,Madison Knight,knighma10,Right,Syracuse [syr01:2025],Emma Simon,simonem13,Right,Georgia tech [geo06:2025],,2,Bottom,2,3,2,,,BallCalled,Walk,,Walk,0,0,,53.20805058,4.533459541,-1.063918974,862.8457167,32.58200771,7:00,1.695868297,0.847180474,5.699512681,-51.66308408,-7.126190131,-6.131193421,0.588973396,-0.477044155,49.10783821,-9.691848445,-2.657619613,0.4848223,,,,,,,,,,,,6.627345177,-10.23756693,-1.026436734,50,0.207604782,0.786559891,-80.27774809,12.35473176,4.094196927,15.537816,-38.49854513,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,cc28d3dd-bc66-4950-b3b4-7f2b9b117809,b25af182-9dc2-4a46-9efe-d1f810b31f20,53.25998911,1.685281488,0.845941429,4.714486834,-1.042497809,49.11151282,0.596992681,-0.47609665,-9.522792837,-2.637180901,0.484767011,-6.273725298,-9.775202598,-13.35007161,,839.5294311,-199.231185,97.29774569,0.819851766,-0.230900126,0.5239544,,,,,,,,,,,,,,,,,1,1,,,high,high,,,37.3004887,Laila Alves,alvesla10,Syracuse [syr01:2025],2022-11
55,4/5/2025,6:29:24 PM,6,1,Madison Knight,knighma10,Right,Syracuse [syr01:2025],Paige Vukadinovich,vukadpa10,,Georgia tech [geo06:2025],,2,Bottom,2,0,0,,,StrikeCalled,,,,,,,67.21426096,4.180629708,1.065599103,1260.516994,58.58785418,8:00,1.536955912,0.82210246,5.828550676,-26.55821385,0.10643749,-1.639561882,2.069621615,1.082823612,62.50808438,-3.585637399,0.443256322,0.381555887,,,,,,,,,,,,2.324601246,-1.665509626,-0.568182055,50,0.334448672,-2.124232852,-101.3953137,11.53230199,2.302203551,24.07913084,-33.82351191,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,cc28d3dd-bc66-4950-b3b4-7f2b9b117809,efa5c1c4-a2bd-40b8-a1cf-2326f4bdb5a9,67.34756021,1.532449218,0.824132359,4.258071648,1.029751925,62.61033051,2.073421572,1.081465745,-3.50264925,0.414008646,0.381434471,-1.421641846,-1.234830072,-80.58593588,,206.1803874,-1243.540405,16.35681141,0.085250157,-0.986532043,0.139595626,,,,,,,,,,,,,,,,,1,1,,,high,high,,,37.1714507,Laila Alves,alvesla10,Syracuse [syr01:2025],2022-11
56,4/5/2025,6:29:41 PM,6,2,Madison Knight,knighma10,Right,Syracuse [syr01:2025],Paige Vukadinovich,vukadpa10,,Georgia tech [geo06:2025],,2,Bottom,2,0,1,,,BallCalled,,,,,,,67.53225002,4.829037162,1.178313173,1151.622598,46.87830977,7:30,1.524369295,0.899647246,5.759453047,-27.08368764,-0.176424809,-1.021354954,2.412550146,1.606905408,62.32704023,-2.979626535,1.570119625,0.380878494,,,,,,,,,,,,1.643076114,-2.093347294,-0.627965553,50,0.18511379,-2.23825694,-101.76279,12.70021896,1.639060172,24.25407729,-34.2622804,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,cc28d3dd-bc66-4950-b3b4-7f2b9b117809,648d6db6-3537-46eb-8bff-6b68bbd5a2f9,67.66778482,1.519942602,0.90180452,4.905535367,1.140006044,62.42964802,2.416393328,1.605399479,-2.89519521,1.537477896,0.380756659,-0.778796451,-1.536828987,-81.90022521,,162.2605467,-1140.134257,14.08973278,0.096310388,-0.990024213,0.102841461,,,,,,,,,,,,,,,,,1,1,,,high,high,,,37.24054833,Laila Alves,alvesla10,Syracuse [syr01:2025],2022-11
57,4/5/2025,6:30:00 PM,6,3,Madison Knight,knighma10,Right,Syracuse [syr01:2025],Paige Vukadinovich,vukadpa10,,Georgia tech [geo06:2025],,2,Bottom,2,1,1,,,StrikeCalled,,,,,,,68.09850118,2.502955922,-3.474470888,918.2344612,49.29093265,7:45,1.688344333,1.53120132,5.747430353,-26.69455962,0.601064103,-1.260749756,1.515784806,0.287397759,61.97373747,-4.072477146,-1.997132175,0.377625539,,,,,,,,,,,,0.143006948,-0.009385114,-2.292013141,50,0.883265402,6.028901319,-102.7363891,8.41698104,0.145226953,24.89838044,-32.18358039,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,cc28d3dd-bc66-4950-b3b4-7f2b9b117809,812a74e8-6ca8-4051-a276-d8c4f96b02a9,68.23450064,1.684195871,1.532891539,2.573047594,-3.503688193,62.07604708,1.519454,0.286151785,-3.992162049,-2.024050956,0.377504359,-1.060330459,-0.756580475,-81.21457956,,140.2459462,-907.4610737,15.27343529,0.099616151,-0.98826728,0.115777394,,,,,,,,,,,,,,,,,1,1,,,high,high,,,37.25257102,Laila Alves,alvesla10,Syracuse [syr01:2025],2022-11
58,4/5/2025,6:30:19 PM,6,4,Madison Knight,knighma10,Right,Syracuse [syr01:2025],Paige Vukadinovich,vukadpa10,,Georgia tech [geo06:2025],,2,Bottom,2,1,2,,,Foul,,,,,,,67.81044098,4.644501443,0.450983209,1233.303364,116.5726556,10:00,1.520148795,0.913220529,6.170331226,-24.20364499,2.002256939,-1.633459402,2.331146228,1.052156127,62.43736482,-2.929933391,0.332476913,0.374632691,,,,,,,,,,,,1.968948356,0.492643783,-0.794228937,50,0.196445676,-1.03991669,-102.3354001,12.19493206,1.986019298,24.54890832,-31.67713454,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,cc28d3dd-bc66-4950-b3b4-7f2b9b117809,13f90c81-12ca-412a-bdd9-1a1079e43ee7,67.95361362,1.516527725,0.915032117,4.705246199,0.419598074,62.54661852,2.334283568,1.05098124,-2.860965161,0.307075884,0.374503738,-1.444833146,0.776162909,-80.41206769,,205.4203147,-1216.075525,16.65610593,-0.074508142,-0.986031142,0.148966853,,,,,,,,,,,,,,,,,1,1,,,high,high,,,36.82967015,Laila Alves,alvesla10,Syracuse [syr01:2025],2022-11
59,4/5/2025,6:30:40 PM,6,5,Madison Knight,knighma10,Right,Syracuse [syr01:2025],Paige Vukadinovich,vukadpa10,,Georgia tech [geo06:2025],,2,Bottom,2,1,2,,,BallCalled,,,,,,,67.57300542,3.979328175,3.056020291,1069.398172,55.96695121,7:45,1.574530012,0.914955345,6.097970307,-26.06417279,-0.441438984,-1.781172479,2.096739435,2.030664889,63.3443731,-3.462102603,1.977431333,0.376885437,,,,,,,,,,,,3.442657748,-2.311828516,-0.197360627,50,0.382506756,-5.720636782,-101.8964126,11.38074591,3.444412287,24.26896869,-34.48705632,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,cc28d3dd-bc66-4950-b3b4-7f2b9b117809,dd6a11a6-fb5f-402c-b7de-824960254181,67.70023132,1.570112354,0.916598321,4.058188221,3.026059079,63.44487626,2.100530798,2.029544948,-3.378968702,1.953213709,0.376770409,-1.600581555,-1.738455937,-78.35657463,,215.8262457,-1047.392706,20.18202868,0.112952963,-0.979422571,0.167251476,,,,,,,,,,,,,,,,,1,1,,,high,high,,,36.90203107,Laila Alves,alvesla10,Syracuse [syr01:2025],2022-11
60,4/5/2025,6:31:01 PM,6,6,Madison Knight,knighma10,Right,Syracuse [syr01:2025],Paige Vukadinovich,vukadpa10,,Georgia tech [geo06:2025],,2,Bottom,2,2,2,,,BallCalled,,,,,,,68.34039169,2.198194675,-4.4783673,867.1496094,69.6511007,8:15,1.616494164,1.609111933,5.682681211,-26.00143934,0.917644592,-1.83420081,1.075848284,0.313257393,62.54389083,-4.605244444,-1.626139138,0.377444584,,,,,,,,,,,,0.285507965,0.800095794,-2.584791903,50,0.890570777,7.78425415,-102.9924451,7.765790561,0.291225787,25.10569543,-31.3579304,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,cc28d3dd-bc66-4950-b3b4-7f2b9b117809,1d38bced-bedc-4e6e-9ddc-9e16d7e65742,68.48088414,1.612356955,1.610539853,2.265786149,-4.502281853,62.64679781,1.079376272,0.312292782,-4.527928996,-1.647033088,0.377318746,-1.673756366,-0.417961601,-79.8526007,,152.7753784,-853.5854549,17.61811074,0.061264508,-0.984357769,0.165186085,,,,,,,,,,,,,,,,,1,1,,,high,high,,,37.31732016,Laila Alves,alvesla10,Syracuse [syr01:2025],2022-11
61,4/5/2025,6:31:20 PM,6,7,Madison Knight,knighma10,Right,Syracuse [syr01:2025],Paige Vukadinovich,vukadpa10,,Georgia tech [geo06:2025],,2,Bottom,2,3,2,,,InPlay,,GroundBall,Out,1,0,,67.14016852,6.320943379,-0.759066983,1217.643005,39.66691142,7:15,1.564280854,1.024861912,6.448894192,-28.63750424,-1.303183441,-1.798021744,3.147512644,1.239341686,62.43644713,-2.005573366,1.30678633,0.365651161,46.37295916,-20.36168529,23.74884568,2575.630098,,,,10.06088864,,11.47404685,0.121891951,2.996810633,-4.622457947,0.184232482,50,0.170112838,-3.640681609,-103.9832779,15.18444929,3.12540231,25.12639651,-36.99485494,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,cc28d3dd-bc66-4950-b3b4-7f2b9b117809,b491c773-3222-4cf9-8b9d-3672972c1f7f,67.26600562,1.559705238,1.026600974,6.404627089,-0.791837377,62.53052645,3.151725127,1.238107145,-1.912147792,1.279815035,0.365550376,-1.596780674,-2.667557387,-72.22121817,,371.7983713,-1159.491466,30.53426741,0.235043117,-0.952242538,0.194907368,17.50874719,39.79382966,-16.13524819,-1.162450638,2.863500947,3.176217349,2.00135261,9.859820891,-0.03681931,-0.171343586,-0.010495326,-0.944926064,-0.002529786,-0.327274096,,,1,1,1,19.8357092,high,high,,,36.55110718,Laila Alves,alvesla10,Syracuse [syr01:2025],2022-11
62,4/5/2025,6:33:53 PM,1,1,Kinsey Norton,nortoki10,,Georgia tech [geo06:2025],Laila Alves,alvesla10,Left,Syracuse [syr01:2025],,3,Top,0,0,0,Drop Ball,,InPlay,,GroundBall,Single,0,0,,65.40967464,5.998041174,-3.407468749,851.881958,10.60397475,6:15,1.305320472,1.095011329,6,-38.82740595,-8.461182699,-1.854787837,1.906169343,0.82773985,58.4602523,-5.516851546,-0.472974022,0.39661297,,,,,,,,,,,,2.185114728,-12.16936985,-0.92148288,50,0.165492467,-0.352489233,-97.09555078,14.77956566,1.984584994,22.06876787,-43.22662659,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,cc28d3dd-bc66-4950-b3b4-7f2b9b117809,c27d8a06-129b-4a93-9fe2-6098d4037257,65.49699248,1.296838925,1.09501705,6.14072227,-3.407632803,58.49820442,1.912779178,0.827890232,-5.374109831,-0.469677814,0.396550323,-1.874215768,-10.32774683,-9.630519743,,839.8764403,-142.5146849,98.59070642,0.969070321,-0.167293935,0.181426163,,,,,,,,,,,,,,,,,1,0,,,high,high,,,37.00000138,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
63,4/5/2025,6:34:26 PM,2,1,Kinsey Norton,nortoki10,,Georgia tech [geo06:2025],Madison Knight,knighma10,Right,Syracuse [syr01:2025],,3,Top,0,0,0,Drop Ball,,StrikeCalled,,,,,,,63.22733685,6.803134714,-0.418332327,914.063973,349.7581712,5:45,1.350961342,0.935357925,6,-39.61776181,-8.835148968,1.90122399,2.614335804,0.070222996,58.04279135,-4.777225413,-1.419903235,0.405100867,,,,,,,,,,,,-2.420830576,-13.31544001,-1.049154594,50,-0.598561446,0.965195252,-94.98740845,17.06791009,-2.107335628,20.93229539,-43.76515448,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,cc28d3dd-bc66-4950-b3b4-7f2b9b117809,6158d5c2-da49-4e88-844e-01a65a127e42,63.30786745,1.341553958,0.936796196,6.958065642,-0.442507472,58.07903986,2.621096604,0.06916609,-4.631173392,-1.442763962,0.405037514,2.063615352,-10.71620339,-9.406732469,,901.772521,-149.3963419,98.65529631,0.970833292,-0.163441888,-0.17541228,,,,,,,,,,,,,,,,,1,0,,,high,high,,,37.00000138,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
64,4/5/2025,6:34:43 PM,2,2,Kinsey Norton,nortoki10,,Georgia tech [geo06:2025],Madison Knight,knighma10,Right,Syracuse [syr01:2025],,3,Top,0,0,1,Drop Ball,,BallCalled,,,,,,,64.08889749,5.016702103,-1.204667333,772.6770383,351.4191532,5:45,1.284118708,1.120504648,6.459528191,-38.00940699,-7.487627872,1.290099647,1.344150559,1.54518319,57.67626775,-6.451288996,1.032875138,0.393283893,,,,,,,,,,,,-2.104557081,-11.01385755,-1.417897943,50,-0.299468511,2.236813492,-96.71424572,14.17375215,-1.896318776,21.90402718,-42.09812581,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,cc28d3dd-bc66-4950-b3b4-7f2b9b117809,86937d50-8581-48b4-8794-9c57a272242f,64.17144626,1.276652178,1.122007732,5.148676249,-1.23168235,57.71418947,1.350317712,1.544094175,-6.316924099,1.00898578,0.393214119,1.45686888,-9.30869451,-19.6414611,,727.7184086,-259.7223965,94.18144614,0.931272086,-0.336133188,-0.140523245,,,,,,,,,,,,,,,,,1,1,,,high,high,,,36.54047318,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
65,4/5/2025,6:35:02 PM,2,3,Kinsey Norton,nortoki10,,Georgia tech [geo06:2025],Madison Knight,knighma10,Right,Syracuse [syr01:2025],,3,Top,0,1,1,Drop Ball,,Foul,,,,,,,64.28213031,6.936080094,-1.239726018,818.8771896,358.9727555,6:00,1.276442835,1.010061882,6,-37.74992948,-7.702268564,0.227227696,2.517030505,0.527392522,58.70193143,-4.512975538,-0.580908155,0.394527116,24.71079259,53.09767881,54.68929543,,,,,38.64108894,,53.85911218,1.875597223,-0.536666706,-11.56417553,-1.057615151,50,0.100154211,1.13117457,-97.55629885,15.89713165,-0.492557424,22.14061582,-42.78775161,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,cc28d3dd-bc66-4950-b3b4-7f2b9b117809,de6b1e92-0640-4358-8d74-c35a2dda84b8,64.37399893,1.268126178,1.011517386,7.076284291,-1.264847512,58.74882513,2.523310998,0.526416069,-4.376127579,-0.602160715,0.394457745,0.381548488,-9.505535877,-23.43105831,,751.3519276,-325.6226843,91.75392075,0.917391744,-0.397645323,-0.016449494,12.10797014,8.576317357,19.76024064,-0.204269791,0.718375727,2.750849656,31.20535373,22.78946363,,,,,,,,,1,0,,-0.088546967,high,high,,,37.00000138,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
66,4/5/2025,6:35:32 PM,2,4,Kinsey Norton,nortoki10,,Georgia tech [geo06:2025],Madison Knight,knighma10,Right,Syracuse [syr01:2025],,3,Top,0,1,2,Drop Ball,,BallCalled,,,,,,,63.22341584,5.568180428,0.246921149,1049.103195,358.0583757,6:00,1.244192024,0.816423321,6,-41.47735367,-9.922805736,0.387859742,1.668860665,1.378777749,57.40495971,-6.025015359,1.103169089,0.404417752,,,,,,,,,,,,-0.348209135,-14.01427006,-0.764203191,50,-0.430147175,-0.355559369,-95.23946785,15.15544543,-0.304170504,21.27856217,-44.4159099,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,cc28d3dd-bc66-4950-b3b4-7f2b9b117809,afda1e5f-022e-40c4-a199-88c92fd18f28,63.29192618,1.23469347,0.816605449,5.729525914,0.24378529,57.42803625,1.675931402,1.378682462,-5.871431934,1.101082059,0.404364203,0.402501278,-11.93486208,-0.615887887,,1049.042585,-11.27687796,99.99422271,0.999368126,-0.010749065,-0.033879294,,,,,,,,,,,,,,,,,1,0,,,high,high,,,37.00000138,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
67,4/5/2025,6:35:49 PM,2,5,Kinsey Norton,nortoki10,,Georgia tech [geo06:2025],Madison Knight,knighma10,Right,Syracuse [syr01:2025],,3,Top,0,2,2,Drop Ball,,Foul,,,,,,,64.32029406,6.216322249,-2.415658627,815.7533862,12.88491113,6:30,1.25222812,1.100397153,6.304744224,-38.12543764,-8.136331129,-2.183497782,1.971603816,0.68728442,58.33203624,-5.278875052,-0.806591114,0.39471817,55.27731611,21.8746161,-40.19193836,1103.520204,-78.11684802,77.44519385,7.951517455,126.8372208,,-45.99600522,2.009010964,1.557239274,-12.3268682,-1.638947462,50,-0.597499212,3.7565238,-96.75788773,16.26370414,1.404696201,21.89798845,-43.29341012,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,cc28d3dd-bc66-4950-b3b4-7f2b9b117809,324f53e0-93b1-4064-b14f-e8628c84e5ce,64.40339909,1.244128905,1.099969401,6.356932136,-2.408151974,58.37077346,1.978026644,0.687715434,-5.139619567,-0.797186238,0.394650889,-2.24564526,-9.951761819,-5.048235926,,812.5890549,-71.78171728,99.61209707,0.971038598,-0.087994385,0.222128407,-33.10480561,39.18542949,20.59503915,-0.858956071,1.556886383,2.08679716,-91.23291777,88.1148983,-14.58827606,-2.865987025,0.158122185,0.532645013,-0.034076509,0.845652459,,,1,1,1,26.93662121,high,high,,,36.69525715,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
68,4/5/2025,6:36:21 PM,2,6,Kinsey Norton,nortoki10,,Georgia tech [geo06:2025],Madison Knight,knighma10,Right,Syracuse [syr01:2025],,3,Top,0,2,2,Rise Ball,,Foul,,,,,,,60.73585562,4.743770569,1.951878076,1217.980692,109.2867112,9:45,1.324813685,0.924258303,5.927062722,-29.63262508,3.305221855,-4.867761334,2.34000754,1.053136723,56.04648423,-2.837879621,-0.34765314,0.421461032,51.90735977,48.31044092,-56.03570125,1837.213034,-99.10547915,47.72948774,33.87122836,137.5802633,,-65.24481529,3.500992549,6.746316962,1.682545609,-0.434528198,50,-0.048837954,-3.8049618,-91.52761935,11.78685585,5.447117806,19.55594268,-30.81552697,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,cc28d3dd-bc66-4950-b3b4-7f2b9b117809,20dfa226-0e63-4d33-8d89-d130de08e304,60.86847422,1.320074668,0.925059643,4.82227108,1.938022445,56.14795429,2.343912251,1.05272442,-2.752474623,-0.35639678,0.421314301,-4.785353775,1.759570255,-63.89457389,,535.9409857,-1093.729503,44.00242052,-0.145338008,-0.897985912,0.415328983,-28.63312673,19.28734016,38.76230851,-1.758518427,2.485215304,2.537132852,-124.9373643,57.61062279,-12.05031878,-19.24675412,0.192342213,0.782354196,0.06528159,0.619403121,,,1,1,1,22.22277366,high,high,,,37.07293865,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
69,4/5/2025,6:36:42 PM,2,7,Kinsey Norton,nortoki10,,Georgia tech [geo06:2025],Madison Knight,knighma10,Right,Syracuse [syr01:2025],,3,Top,0,2,2,Drop Ball,,StrikeCalled,Strikeout,,StrikeoutLooking,1,0,,65.59367041,6.621753655,-1.078567862,960.5429241,5.013889698,6:15,1.023782067,1.048970912,3.831868336,-43.31947466,-10.00605389,-1.008643285,1.966089604,0.167540146,59.05766684,-5.447297531,-1.801292569,0.415401501,,,,,,,,,,,,0.564655719,-13.27946255,-1.246976673,50,-0.496030408,1.740263425,-98.05907166,16.07081259,0.52323617,22.46451622,-44.4794153,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,cc28d3dd-bc66-4950-b3b4-7f2b9b117809,95a7833d-81fc-4ff5-98dd-207424fc24dc,65.69320641,1.011804935,1.049676785,6.796024052,-1.089098876,59.09898175,1.974067898,0.167100907,-5.283562298,-1.810289159,0.415321421,-0.937506353,-12.20790444,-13.26272746,,934.9236309,-220.3645013,97.33283203,0.969603919,-0.22941661,0.085066208,,,,,,,,,,,,,,,,,1,1,,,high,high,,,39.16813304,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
70,4/5/2025,6:37:09 PM,3,1,Kinsey Norton,nortoki10,,Georgia tech [geo06:2025],Tessa Galipeau,galipte10,Left,Syracuse [syr01:2025],,3,Top,1,0,0,Drop Ball,,BallCalled,,,,,,,64.9684079,3.984477611,-0.872420873,884.4187305,5.053541005,6:15,1.774938344,1.390224191,6,-38.29202015,-8.49542747,-0.948398684,1.062765927,0.769335289,59.12858867,-6.785593868,-1.140080322,0.392875389,,,,,,,,,,,,0.731612444,-11.62382579,-1.578908114,50,0.4947459,1.356176032,-98.11148986,12.40027938,0.677238252,22.77629656,-42.93398064,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,cc28d3dd-bc66-4950-b3b4-7f2b9b117809,4298ad3d-22dd-41f0-8f19-657f23656d79,65.04892191,1.766696636,1.390756756,4.131301841,-0.882060778,59.16496409,1.069286259,0.768955096,-6.645514623,-1.148274942,0.392812525,-0.887493016,-10.36260708,-15.18852886,,853.5250708,-231.7141437,96.50689672,0.961317569,-0.261995971,0.085009659,,,,,,,,,,,,,,,,,1,0,,,high,high,,,37.00000138,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
