PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel
11,4/4/2025,6:26:24 PM,3,2,Sydnie Watts,wattssy10,Right,Georgia tech [geo06:2025],Vanessa Flores,floreva10,Right,Syracuse [syr01:2025],,1,Top,1,0,1,Fast Ball,,BallCalled,,,,,,,66.73013988,2.997730504,-1.038531496,1023.310897,96.82994908,9:15,1.549591873,0.174496344,4.953704702,-25.89833531,1.927906386,-1.546983415,1.325898181,-1.250678479,62.71292335,-4.525441201,-2.233618028,0.393717353,,,,,,,,,,,,1.251777621,0.775197047,-0.379195205,50,0.704241716,1.624478806,-100.5903146,8.906013295,1.21922974,23.8016512,-31.41900869,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,f9dddafc-27ec-47e0-b501-339c1a124f32,c61ddab9-ed4b-4e3b-b21e-47f9902c45e5,66.87357387,1.545313238,0.176466317,3.068065687,-1.071734346,62.82614682,1.329404926,-1.251907806,-4.450573533,-2.259478451,0.393579527,-1.351946173,0.5710336,-83.10215377,,122.8991349,-1015.904028,12.00995077,-0.014282592,-0.992761859,0.119247219,,,,,,,,,,,,,,,,,1,1,,,high,high,,,38.04629667,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
12,4/4/2025,6:26:41 PM,3,3,Sydnie Watts,wattssy10,Right,Georgia tech [geo06:2025],Vanessa Flores,floreva10,Right,Syracuse [syr01:2025],,1,Top,1,1,1,Curve Ball,,BallCalled,,,,,,,66.59602036,6.669167021,-0.266237582,1357.100284,66.90256741,8:15,1.32730412,0.167098883,3.254277428,-32.23337657,-0.41915054,-4.900101375,3.193527317,-0.419428394,61.05944942,-2.124294469,-1.802962023,0.415865922,,,,,,,,,,,,4.862365004,-3.294577702,-0.188944145,50,-0.049264535,-0.032268621,-99.44478458,15.02953538,4.627368728,23.30239776,-35.30940158,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,f9dddafc-27ec-47e0-b501-339c1a124f32,aeac0e1c-3646-4056-a97a-d6e764535708,66.75747411,1.319978783,0.168513938,6.775123422,-0.287649222,61.17383997,3.198895774,-0.420103119,-2.01444588,-1.816402289,0.415710471,-4.774653688,-2.198037201,-65.85643688,,555.0871007,-1238.385841,40.90243789,0.160458587,-0.912523456,0.376236607,,,,,,,,,,,,,,,,,1,1,,,high,high,,,39.74572395,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
13,4/4/2025,6:26:59 PM,3,4,Sydnie Watts,wattssy10,Right,Georgia tech [geo06:2025],Vanessa Flores,floreva10,Right,Syracuse [syr01:2025],,1,Top,1,2,1,Screw Ball,,InPlay,,FlyBall,Out,1,0,,63.52227192,2.7723692,1.357174044,854.2061225,181.6215209,12:00,1.548219908,0.27495799,5.895666505,-20.21146494,10.07165797,0.270115102,1.756120901,1.087742923,58.5235113,-2.684635865,2.012441701,0.402425794,64.05152245,37.09424968,-11.93324263,1229.627295,-22.79891536,107.6113816,52.20534997,199.6001187,,-11.84988,3.906218236,0.289067721,10.69004981,0.028180402,50,0.72207839,-2.239041432,-95.98050883,7.602468999,0.256442853,21.61641699,-22.69050417,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,f9dddafc-27ec-47e0-b501-339c1a124f32,320f074b-de1d-46f2-a0c3-d0ed697e8197,63.67178151,1.547416399,0.275906832,2.785916622,1.339736441,58.65120323,1.757308032,1.086975545,-2.657957684,1.995915973,0.402266272,0.385466764,8.982116828,-31.03368693,,731.9387607,-440.3790984,85.68643345,-0.856521209,-0.51554196,-0.024246777,-10.56404587,49.98623821,38.63126263,-1.07956829,1.267649573,1.643650965,-40.98751451,195.3464385,-2.958643205,19.13429947,0.712953013,0.948743192,0.315822825,0.011928902,,,1,1,1,34.21037095,high,high,,,37.10433487,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
14,4/4/2025,6:27:34 PM,4,1,Sydnie Watts,wattssy10,Right,Georgia tech [geo06:2025],Taylor Posner,posneta10,Right,Syracuse [syr01:2025],,1,Top,2,0,0,Screw Ball,,StrikeCalled,,,,,,,65.62959048,3.438516591,-0.249015893,1213.790083,188.6767664,12:15,1.559344833,0.350575455,5.552287601,-18.73501235,10.69490267,1.618870124,2.44781038,0.481254968,59.79073198,-1.19701371,0.480439829,0.393679902,,,,,,,,,,,,-1.869861677,10.80485489,-0.418905054,50,0.634816389,0.644696994,-99.06201155,8.599983113,-1.765351438,23.16012801,-21.97309924,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,f9dddafc-27ec-47e0-b501-339c1a124f32,052811d4-3287-4e90-9c73-e9d7b41cf3b8,65.79101028,1.559134869,0.352397136,3.440649701,-0.280382688,59.92564632,2.448480027,0.479858859,-1.181364288,0.450351609,0.393516233,1.828744154,9.671535425,-39.91827287,,930.9290937,-778.8821408,76.69605365,-0.758182782,-0.641694269,-0.115703644,,,,,,,,,,,,,,,,,1,1,,,high,high,,,37.44771378,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
15,4/4/2025,6:27:51 PM,4,2,Sydnie Watts,wattssy10,Right,Georgia tech [geo06:2025],Taylor Posner,posneta10,Right,Syracuse [syr01:2025],,1,Top,2,0,1,Screw Ball,,Foul,,,,,,,65.0823303,4.752611704,0.377202746,1141.873377,177.5349878,12:00,1.630219576,0.32769091,6.151032099,-23.20205385,5.615568392,0.179943937,3.00719381,0.714843494,59.4954482,-1.367227143,1.11485442,0.390740822,,,,,,,,,,,,0.038782676,4.749042333,-0.242163372,50,0.297400145,-0.631147507,-98.21827982,11.68595314,0.035999409,22.74670824,-27.76582569,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,f9dddafc-27ec-47e0-b501-339c1a124f32,b7fac750-faf3-4923-b725-602f6e110864,65.22789502,1.628184329,0.329625263,4.788945206,0.341245366,59.615349,3.009411395,0.71329939,-1.317525202,1.081120245,0.390596319,0.422705651,4.415291969,-67.45834699,,437.7428292,-1054.635494,38.33549654,-0.383000236,-0.923601088,0.016487832,,,,,,,,,,,,,,,,,1,1,,,high,high,,,36.84896928,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
16,4/4/2025,6:28:13 PM,4,3,Sydnie Watts,wattssy10,Right,Georgia tech [geo06:2025],Taylor Posner,posneta10,Right,Syracuse [syr01:2025],,1,Top,2,0,2,Rise Ball,,Foul,,,,,,,66.04959909,6.311288336,1.321399621,1389.469368,161.0938238,11:15,1.558370024,0.293656274,5.972246148,-22.88988813,5.546249739,-0.899052453,3.720039452,0.743591669,60.15875022,-0.223268951,1.38460244,0.388262648,,,,,,,,,,,,1.598464921,3.851229383,0.014171707,50,-0.104800785,-2.421650088,-99.36231193,14.43149536,1.517302557,23.39123576,-28.51836712,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,f9dddafc-27ec-47e0-b501-339c1a124f32,62f89b79-4800-4c9c-a1cc-77288519ba7f,66.20643543,1.556125386,0.295540355,6.34857678,1.288410011,60.28390482,3.722289021,0.742267735,-0.173191217,1.35594828,0.388109912,-0.687232611,4.344109592,-68.07260444,,518.8714473,-1288.952112,37.34313683,-0.353284909,-0.92765781,0.120999008,,,,,,,,,,,,,,,,,1,1,,,high,high,,,37.02775523,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
17,4/4/2025,6:28:38 PM,4,4,Sydnie Watts,wattssy10,Right,Georgia tech [geo06:2025],Taylor Posner,posneta10,Right,Syracuse [syr01:2025],,1,Top,2,0,2,Fast Ball,,Foul,,,,,,,68.16092024,5.713940639,-0.221953052,1315.352309,74.54101886,8:30,1.570220355,0.307072895,5.928425633,-25.3369961,0.650294904,-1.134029391,3.028059937,0.654301925,63.07216122,-2.071301152,0.731905881,0.376000043,,,,,,,,,,,,1.084689983,-1.340304919,-0.347366801,50,0.022397086,0.244561061,-102.6329485,14.24336338,1.100349622,24.70762767,-33.53370445,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,f9dddafc-27ec-47e0-b501-339c1a124f32,c7a3cba1-c0e6-4ac8-bb7b-3c1b6beafd47,68.30326891,1.566299898,0.309201848,5.781535888,-0.259903594,63.18044774,3.03151237,0.652862816,-1.99498837,0.700613922,0.37587568,-0.899328997,-0.628764855,-82.84467918,,163.8396693,-1305.108525,12.45595329,0.033201148,-0.992212136,0.120053159,,,,,,,,,,,,,,,,,1,1,,,high,high,,,37.07157574,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
18,4/4/2025,6:29:02 PM,4,5,Sydnie Watts,wattssy10,Right,Georgia tech [geo06:2025],Taylor Posner,posneta10,Right,Syracuse [syr01:2025],,1,Top,2,0,2,Curve Ball,,BallCalled,,,,,,,66.77835596,6.39963908,-1.291764046,1306.359552,51.27453568,7:45,1.642031027,0.286433283,5.902322548,-28.17565128,-1.020312819,-2.943266229,3.446198972,-0.973851694,61.77191542,-1.709714131,-2.441414935,0.384668563,,,,,,,,,,,,2.884422096,-4.001467538,-0.548981879,50,-0.090030819,1.828786634,-100.3934862,15.6232522,2.799585013,23.65023666,-36.05782532,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,f9dddafc-27ec-47e0-b501-339c1a124f32,fdb18eb3-19e7-4be6-9488-dec49858241c,66.90970882,1.636923231,0.287961404,6.488508128,-1.319320732,61.87023953,3.450431649,-0.974831517,-1.616212574,-2.462669268,0.384553429,-2.773610817,-2.463565967,-69.13929037,,465.1910807,-1220.726233,35.60972781,0.222770699,-0.93444889,0.277810164,,,,,,,,,,,,,,,,,1,1,,,high,high,,,37.09767883,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
19,4/4/2025,6:29:20 PM,4,6,Sydnie Watts,wattssy10,Right,Georgia tech [geo06:2025],Taylor Posner,posneta10,Right,Syracuse [syr01:2025],,1,Top,2,1,2,Screw Ball,,Foul,,,,,,,65.87920618,3.508415464,-0.158300726,1017.168616,186.8051698,12:15,1.584050222,0.157005864,5.875770648,-21.73840571,7.178294638,0.916012971,2.363091829,0.617918834,59.84173246,-1.82880043,0.840695767,0.388468814,,,,,,,,,,,,-0.999376335,6.962611577,-0.200250013,50,0.586411106,0.391632073,-99.50153167,9.269181828,-0.952465157,23.28451825,-25.53826615,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,f9dddafc-27ec-47e0-b501-339c1a124f32,b3d9a6a2-7f64-471a-9ca7-244c098bb106,66.02939489,1.582549287,0.158854518,3.534024326,-0.191672789,59.96736321,2.364884149,0.616388875,-1.7891925,0.807862537,0.388319983,1.145993527,6.037422786,-57.63173852,,544.5503696,-859.125653,53.53589968,-0.531587297,-0.844624618,-0.063436595,,,,,,,,,,,,,,,,,1,1,,,high,high,,,37.12423073,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
20,4/4/2025,6:29:47 PM,4,7,Sydnie Watts,wattssy10,Right,Georgia tech [geo06:2025],Taylor Posner,posneta10,Right,Syracuse [syr01:2025],,1,Top,2,1,2,Fast Ball,,InPlay,,GroundBall,Out,1,0,,67.57424209,2.646106774,-1.741363172,1462.678605,58.9701703,8:00,1.5368385,0.442559501,4.790367402,-27.76622155,0.801782221,-1.692401993,1.122534714,-0.36752068,62.15494042,-4.829437225,-1.40318033,0.390642587,,,,,,,,,,,,1.162597959,-0.014132631,-0.787886351,50,0.777487774,2.872253352,-101.8266759,8.355825621,1.160060023,24.43026933,-32.18815137,Georgia Tech [geo06:2025],Syracuse [syr01:2025],,,,f9dddafc-27ec-47e0-b501-339c1a124f32,a3722e3d-1356-42bd-bf51-c777e25979dd,67.71957788,1.531885571,0.445071602,2.723735119,-1.781827411,62.26212658,1.126542949,-0.369143419,-4.744520606,-1.437117887,0.390506706,-1.433516162,-0.6543483,-82.78826253,,183.6194945,-1451.107364,12.55364602,0.06471207,-0.992089007,0.107572072,,,,,,,,,,,,,,,,,1,1,,,high,high,,,38.20963397,Reese Hunter,huntere10,Georgia tech [geo06:2025],2022-11
